cost_id,date_key,stage_id,payroll_hours,material_cost,utility_cost
8038,20250201,5,10.1,449.07,116.82
8039,20240906,3,8.4,254.84,80.1
8040,20241025,1,8.7,304.97,124.43
8041,20240603,5,10.7,369.88,168.43
8042,20240713,2,6.8,259.77,86.3
8043,20240502,7,5.9,157.66,79.32
8044,20250120,1,8.5,311.34,103.01
8045,20241127,4,6.5,250.68,84.28
8046,20240502,5,9.2,472.45,171.12
8047,20241114,6,6.1,272.02,81.09
8048,20240627,7,7.5,237.76,88.26
8049,20240813,5,8.3,488.58,106.89
8050,20240808,7,6.0,221.72,80.01
8051,20240419,1,9.0,301.0,144.84
8052,20250308,3,8.1,330.77,81.17
8053,20241124,7,5.6,173.57,72.43
8054,20240927,4,7.3,247.12,88.03
8055,20250119,4,6.8,219.94,66.51
8056,20240206,5,8.4,495.17,127.3
8057,20241224,2,6.7,273.75,86.09
8058,20240110,5,9.5,464.08,118.78
8059,20250208,2,7.6,257.93,79.69
8060,20241017,2,6.9,290.0,99.95
8061,20250309,5,10.9,417.68,123.15
8062,20240610,1,9.4,335.2,151.73
8063,20240820,2,6.9,301.94,83.19
8064,20240721,1,8.0,353.0,108.08
8065,20240624,1,8.4,357.43,153.33
8066,20250313,6,9.0,288.01,77.63
8067,20240419,1,9.0,397.73,135.31
8068,20240308,4,6.1,245.42,67.82
8069,20241125,5,8.6,546.88,108.68
8070,20240827,7,5.4,192.17,67.12
8071,20240517,6,6.3,191.5,81.84
8072,20240412,3,8.4,297.0,118.91
8073,20250218,7,7.0,210.51,68.07
8074,20240423,1,9.2,350.66,134.78
8075,20240425,4,6.7,223.41,96.95
8076,20250116,2,8.9,257.62,72.49
8077,20250103,6,7.3,248.29,61.81
8078,20240923,5,10.3,453.1,131.2
8079,20240104,7,6.6,177.39,68.59
8080,20240802,6,8.5,230.59,71.05
8081,20240821,3,7.5,261.83,93.46
8082,20240414,1,9.2,311.85,157.43
8083,20240512,4,6.4,220.47,109.03
8084,20250209,5,9.8,511.18,111.23
8085,20250226,3,7.3,269.39,67.78
8086,20250228,7,6.0,177.67,51.54
8087,20250129,6,7.4,267.98,60.29
8088,20240704,6,8.7,219.2,83.15
8089,20240923,5,10.6,428.09,128.72
8090,20240217,3,9.9,281.97,71.42
8091,20240501,3,8.8,304.8,118.24
8092,20250331,5,10.5,442.99,131.19
8093,20240905,7,8.0,204.59,68.13
8094,20241104,7,7.0,188.96,69.88
8095,20241108,7,5.6,216.37,52.43
8096,20250227,5,9.5,500.56,115.96
8097,20240813,3,7.9,284.75,96.43
8098,20240908,6,6.5,222.77,74.81
8099,20241031,2,6.0,276.94,85.82
8100,20250321,1,9.7,393.82,127.19
8101,20241112,1,8.2,382.3,123.68
8102,20240221,4,6.8,172.69,74.82
8103,20240604,6,8.7,177.43,111.66
8104,20250325,7,7.2,221.65,59.52
8105,20240830,7,7.1,199.35,89.36
8106,20240317,5,9.1,379.31,148.37
8107,20241024,3,7.1,251.74,96.07
8108,20241129,6,6.1,264.73,66.18
8109,20241120,3,9.3,245.7,88.1
8110,20240611,3,7.2,265.59,105.09
8111,20241219,6,7.8,271.22,60.59
8112,20240109,1,9.0,331.59,115.31
8113,20240919,4,7.9,168.72,83.9
8114,20241108,4,5.7,196.28,79.45
8115,20240205,3,7.9,308.96,83.56
8116,20240204,3,7.2,262.25,78.46
8117,20240926,3,7.5,290.86,75.72
8118,20250116,3,8.3,295.31,84.37
8119,20240314,4,7.7,215.07,86.59
8120,20240830,7,5.7,176.74,74.1
8121,20240321,5,8.9,465.29,121.54
8122,20241125,4,7.9,214.31,84.77
8123,20240608,3,9.8,294.68,109.19
8124,20250211,2,8.7,340.88,96.15
8125,20241021,5,10.3,493.16,127.01
8126,20240324,2,7.6,289.97,101.1
8127,20240203,7,5.2,191.23,64.11
8128,20240911,1,9.5,345.77,121.45
8129,20250226,3,8.7,229.94,84.96
8130,20250227,6,6.5,261.27,70.49
8131,20240522,2,7.3,229.96,111.56
8132,20240625,3,9.9,259.8,114.11
8133,20240229,3,8.2,282.53,84.04
8134,20240521,1,9.5,298.01,153.82
8135,20250202,5,9.8,533.85,127.42
8136,20240112,3,9.8,294.94,68.9
8137,20240909,5,8.3,435.19,123.12
8138,20250205,4,5.8,243.61,71.83
8139,20240927,1,8.6,329.99,125.52
8140,20250124,4,6.2,194.42,63.45
8141,20240904,1,8.9,365.11,113.62
8142,20240707,2,7.5,301.76,93.31
8143,20240920,2,8.3,241.99,102.6
8144,20250111,3,9.3,251.7,64.18
8145,20240419,5,10.1,430.81,167.13
8146,20241101,7,7.0,203.15,71.05
8147,20250205,6,6.1,260.44,72.51
8148,20240810,5,8.1,399.3,143.3
8149,20240410,5,9.6,535.53,150.69
8150,20241118,6,6.8,216.9,76.17
8151,20240531,5,9.8,477.73,161.29
8152,20241216,1,9.6,307.43,109.3
8153,20240616,7,6.2,237.51,76.69
8154,20250113,7,7.0,188.53,64.65
8155,20240531,6,8.0,236.56,86.99
8156,20240702,3,9.4,228.6,94.34
8157,20241027,7,7.1,257.47,62.59
8158,20250130,5,8.1,504.97,124.3
8159,20240615,3,9.2,254.27,111.94
8160,20240806,3,8.2,339.97,86.08
8161,20250216,5,8.0,454.55,114.56
8162,20250114,7,7.4,212.94,60.58
8163,20240101,3,9.4,307.31,84.5
8164,20240508,6,7.5,263.96,97.37
8165,20240429,1,8.8,312.49,147.59
8166,20240613,7,7.9,204.25,88.13
8167,20240519,7,6.2,198.86,85.15
8168,20240308,3,9.5,299.0,92.88
8169,20240311,7,5.7,211.81,69.02
8170,20240824,5,9.0,474.52,127.52
8171,20240624,7,5.6,169.86,88.68
8172,20240209,6,7.7,179.14,71.31
8173,20240522,6,8.4,257.08,91.88
8174,20240602,3,9.6,296.45,97.29
8175,20240701,3,8.3,330.16,64.05
8176,20250212,5,8.8,402.84,108.67
8177,20241216,1,9.1,399.14,104.13
8178,20250111,5,8.7,455.55,123.09
8179,20240618,2,8.5,250.6,106.24
8180,20240125,2,6.2,265.29,84.65
8181,20240125,3,8.6,258.22,84.73
8182,20250212,4,5.8,171.77,53.24
8183,20240929,7,7.9,209.67,65.2
8184,20241126,2,6.7,313.41,110.6
8185,20241003,2,8.0,329.94,100.69
8186,20250317,7,6.3,185.68,68.74
8187,20240928,2,8.3,313.04,85.65
8188,20250101,4,5.0,177.04,65.73
8189,20240812,4,5.7,210.4,76.56
8190,20250125,7,7.2,212.23,80.39
8191,20241126,1,8.1,372.15,119.41
8192,20250123,4,7.1,183.4,80.71
8193,20240407,7,6.7,191.63,73.97
8194,20240319,1,8.6,330.46,131.35
8195,20250212,5,8.1,486.76,117.51
8196,20240515,6,8.8,187.34,110.83
8197,20250119,6,6.9,260.43,72.91
8198,20250321,1,9.7,318.64,129.78
8199,20240609,1,9.9,372.44,134.14
8200,20240623,2,6.4,297.29,110.53
8201,20241111,3,8.1,257.74,78.99
8202,20240212,2,8.2,310.63,91.86
8203,20240512,2,6.8,268.14,100.94
8204,20241211,5,9.6,485.81,114.12
8205,20241224,6,7.1,246.92,56.08
8206,20240122,1,9.7,336.93,117.02
8207,20240709,1,8.4,364.16,118.49
8208,20240914,7,6.6,209.17,80.83
8209,20241220,2,7.7,332.23,68.8
8210,20240411,6,8.1,265.53,96.26
8211,20240103,4,7.1,190.52,79.84
8212,20240101,3,7.6,284.36,77.31
8213,20240820,2,8.4,254.64,86.93
8214,20240518,3,8.9,293.81,118.24
8215,20240910,2,6.4,312.16,87.91
8216,20240814,2,8.0,339.33,97.67
8217,20240424,5,10.5,417.6,167.96
8218,20250328,7,7.8,213.46,72.36
8219,20241214,2,8.5,279.82,76.01
8220,20240117,4,7.4,226.54,84.92
8221,20240822,4,6.2,277.33,76.91
8222,20250119,6,7.0,234.53,68.89
8223,20250220,7,6.1,176.4,60.08
8224,20240622,1,9.5,345.24,141.82
8225,20250217,6,7.5,227.61,61.94
8226,20241128,2,8.8,316.36,100.53
8227,20240221,6,6.4,225.21,77.34
8228,20240418,1,8.2,296.87,152.58
8229,20240516,1,9.3,321.7,138.99
8230,20240901,3,8.1,284.97,85.87
8231,20240718,6,6.9,242.15,81.33
8232,20241126,5,8.8,449.81,123.52
8233,20250121,6,8.7,215.99,73.04
8234,20250307,3,8.3,280.27,83.13
8235,20241008,7,6.2,233.02,77.33
8236,20241205,4,6.6,238.82,64.09
8237,20241104,7,7.1,193.66,71.99
8238,20250130,3,8.5,266.82,78.12
8239,20240306,5,8.9,393.12,121.17
8240,20240711,4,6.6,258.41,85.46
8241,20241214,7,6.2,207.26,66.83
8242,20240123,3,9.5,296.85,72.11
8243,20240827,5,8.6,463.75,118.83
8244,20240918,2,9.0,292.33,94.68
8245,20240619,2,6.5,323.07,110.44
8246,20240813,1,9.7,300.21,117.88
8247,20241226,3,8.8,246.96,71.56
8248,20240729,4,7.8,206.72,75.14
8249,20240811,7,8.0,212.15,71.1
8250,20240729,1,9.2,355.04,110.75
8251,20240228,6,8.4,247.66,69.4
8252,20241230,3,9.6,305.95,68.8
8253,20240504,6,7.2,228.0,82.5
8254,20241215,4,7.3,204.13,75.07
8255,20240406,2,6.1,302.36,115.81
8256,20240707,1,9.7,338.53,117.63
8257,20240618,4,6.0,214.61,92.13
8258,20240420,3,7.1,254.67,99.91
8259,20241224,1,9.3,350.76,109.38
8260,20240711,4,6.8,180.23,83.21
8261,20240912,3,8.5,255.16,83.94
8262,20241006,6,6.7,261.31,82.25
8263,20240907,4,5.6,191.34,63.18
8264,20240423,1,8.4,272.86,138.97
8265,20241017,3,9.9,248.76,75.66
8266,20240125,5,8.1,477.4,114.31
8267,20240505,1,9.6,318.97,155.37
8268,20240927,4,5.7,224.76,64.96
8269,20240127,5,10.8,502.57,111.66
8270,20250202,3,7.8,325.19,68.97
8271,20240928,2,7.0,221.97,89.35
8272,20241227,4,5.2,218.09,81.86
8273,20241113,7,7.3,228.41,55.49
8274,20250116,6,7.1,217.47,69.56
8275,20250315,4,7.8,161.25,71.66
8276,20240122,1,8.9,309.98,103.86
8277,20240802,2,7.6,267.57,87.73
8278,20240711,1,8.7,391.96,115.13
8279,20250204,7,7.7,148.71,58.38
8280,20241110,5,9.9,498.62,124.7
8281,20240923,2,8.0,272.28,76.03
8282,20240509,2,6.5,289.42,102.81
8283,20241214,1,10.0,362.02,113.6
8284,20240704,2,7.7,279.82,95.33
8285,20241121,4,5.2,280.9,89.02
8286,20240924,3,7.5,238.31,76.67
8287,20240701,6,6.6,246.91,78.68
8288,20240423,1,8.3,323.73,132.77
8289,20240510,5,9.6,413.75,148.68
8290,20241230,6,8.4,201.57,75.98
8291,20240317,1,8.5,348.97,127.66
8292,20240712,1,9.8,299.91,118.27
8293,20240401,5,10.2,483.92,157.3
8294,20240306,5,10.8,446.61,133.25
8295,20240913,5,10.3,425.97,130.39
8296,20241201,3,9.1,288.31,94.95
8297,20241116,5,9.2,420.1,130.0
8298,20240429,5,9.8,489.54,164.19
8299,20241013,7,7.7,181.1,70.92
8300,20240417,2,6.3,270.15,102.89
8301,20240503,1,9.2,398.18,165.77
8302,20240811,5,10.7,407.35,124.74
8303,20250113,5,10.2,405.76,121.85
8304,20240507,3,9.8,292.5,120.23
8305,20240906,5,9.7,512.11,128.78
8306,20240118,3,7.9,281.26,66.76
8307,20240622,5,8.7,482.57,165.26
8308,20240126,4,7.3,243.1,84.07
8309,20240124,4,5.4,261.5,72.95
8310,20240617,2,6.7,287.97,117.11
8311,20250102,7,5.1,134.66,64.22
8312,20241012,2,7.2,268.73,80.74
8313,20240920,3,7.8,266.47,78.59
8314,20240308,4,7.3,229.16,79.16
8315,20240622,7,5.5,192.63,83.96
8316,20240706,7,6.5,248.01,68.03
8317,20240622,3,9.6,254.51,114.08
8318,20240804,4,5.6,219.01,79.94
8319,20240314,6,8.9,234.05,70.79
8320,20240101,5,9.2,497.36,111.69
8321,20240302,2,7.6,295.26,96.74
8322,20250305,5,9.4,503.38,128.47
8323,20250206,6,8.3,223.67,61.67
8324,20240103,6,7.2,232.82,73.55
8325,20241223,7,5.4,195.03,52.26
8326,20240412,7,5.4,159.51,85.48
8327,20250317,3,9.7,320.12,72.54
8328,20241211,4,5.5,188.38,62.59
8329,20240430,6,6.4,233.48,88.19
8330,20240319,3,9.4,324.43,84.77
8331,20241114,3,9.0,320.07,76.24
8332,20241128,4,7.5,271.58,80.96
8333,20250114,2,8.3,228.88,84.78
8334,20240922,4,7.8,254.78,88.27
8335,20250313,2,6.3,317.06,96.69
8336,20250205,5,8.2,454.43,126.67
8337,20240309,3,8.4,321.97,87.45
8338,20240228,7,7.0,186.69,50.67
8339,20250303,7,5.1,211.26,60.32
8340,20240824,5,9.9,460.56,140.21
8341,20240811,7,5.1,224.39,57.97
8342,20240625,2,6.9,296.72,99.33
8343,20241221,5,10.1,504.14,112.24
8344,20250101,1,9.4,389.6,116.55
8345,20240901,2,8.2,315.14,102.85
8346,20250315,7,7.0,183.6,62.6
8347,20250207,7,7.1,204.37,81.77
8348,20240531,2,8.9,269.59,113.96
8349,20250227,4,6.4,195.81,66.19
8350,20240227,6,8.2,267.36,67.51
8351,20250210,7,7.8,177.42,64.23
8352,20240210,6,7.2,257.59,73.59
8353,20250318,2,6.1,247.62,87.85
8354,20240521,7,7.1,206.64,75.33
8355,20240212,5,8.1,462.74,120.98
8356,20240412,6,7.6,221.65,81.38
8357,20250129,3,9.1,226.4,75.94
8358,20240326,7,7.7,154.15,76.72
8359,20240408,3,8.6,221.05,99.3
8360,20250218,4,5.7,258.3,65.05
8361,20240117,1,9.3,333.13,108.13
8362,20241203,6,8.2,219.47,50.28
8363,20240822,6,6.7,217.1,71.1
8364,20240629,5,8.4,472.35,145.97
8365,20240215,7,6.2,235.53,48.14
8366,20240418,1,9.0,392.41,136.82
8367,20240724,1,8.6,306.89,113.32
8368,20240601,2,8.5,240.35,114.13
8369,20250212,6,7.0,260.63,91.05
8370,20240701,3,8.1,335.59,96.07
8371,20240504,2,8.1,215.95,124.43
8372,20240529,5,8.6,483.2,145.79
8373,20240805,1,9.1,344.89,105.88
8374,20240618,4,6.5,205.61,92.38
8375,20240112,4,6.4,259.19,58.92
8376,20250314,7,6.7,148.77,76.23
8377,20240212,1,9.3,359.16,107.66
8378,20240207,1,8.1,325.54,119.11
8379,20240105,1,8.1,328.07,120.18
8380,20241105,4,7.5,248.29,64.72
8381,20240929,7,7.1,215.7,67.35
8382,20241230,7,5.6,216.92,70.15
8383,20250204,4,7.6,231.61,83.85
8384,20241014,2,6.3,331.92,87.01
8385,20241113,4,5.5,199.07,82.2
8386,20240203,2,8.8,329.32,79.24
8387,20240705,5,10.9,446.81,128.41
8388,20240821,1,8.2,311.54,115.88
8389,20240309,6,7.8,234.32,85.79
8390,20240330,5,9.2,473.07,131.74
8391,20250122,6,8.2,285.79,67.64
8392,20240418,6,6.3,265.16,87.99
8393,20240730,7,7.5,240.34,75.47
8394,20240902,4,5.8,243.97,69.51
8395,20241123,6,8.2,251.34,68.93
8396,20241121,3,7.2,286.31,84.33
8397,20240727,3,7.5,241.07,71.12
8398,20241228,4,6.5,231.06,77.49
8399,20250118,3,8.7,288.11,78.39
8400,20240804,7,5.6,216.53,70.95
8401,20250122,7,5.0,191.25,63.98
8402,20250201,6,6.3,278.17,61.08
8403,20240706,5,8.3,541.61,142.53
8404,20240804,2,8.1,346.38,85.83
8405,20240220,3,7.9,267.63,87.5
8406,20250131,5,8.9,496.6,121.66
8407,20240814,7,6.1,190.46,70.11
8408,20240720,2,7.1,332.03,93.88
8409,20240413,6,6.3,212.88,103.78
8410,20240130,7,7.2,181.59,53.67
8411,20240728,3,8.2,266.34,82.78
8412,20240905,6,8.6,211.93,66.88
8413,20240307,5,9.5,392.13,131.21
8414,20240118,3,8.5,288.14,69.0
8415,20241003,6,7.2,215.47,74.96
8416,20241210,7,6.9,205.27,59.01
8417,20240213,5,9.1,405.13,131.26
8418,20240226,5,9.3,440.31,122.83
8419,20240702,4,7.5,189.95,84.36
8420,20241225,1,9.0,360.55,117.5
8421,20240216,7,6.8,183.21,59.95
8422,20250125,4,6.6,221.16,72.45
8423,20250105,6,6.4,224.61,66.93
8424,20240810,4,7.0,201.54,78.28
8425,20250328,3,10.0,289.92,80.4
8426,20250324,4,8.0,202.05,77.54
8427,20250116,4,7.8,199.96,60.17
8428,20240119,7,5.4,160.47,59.29
8429,20240617,3,8.1,306.93,104.93
8430,20240903,5,10.9,499.7,125.83
8431,20240405,1,9.0,349.3,149.76
8432,20240306,3,9.2,254.32,88.41
8433,20241203,3,9.3,352.38,59.59
8434,20250204,7,5.1,212.34,60.31
8435,20250317,6,7.0,218.5,79.35
8436,20241220,7,7.0,200.01,54.97
8437,20240507,5,8.4,508.27,154.18
8438,20240714,1,9.1,277.58,127.91
8439,20240623,4,6.1,187.96,100.57
8440,20240711,2,8.6,357.05,90.1
8441,20240521,6,8.2,272.35,94.22
8442,20241128,4,6.4,187.99,78.03
8443,20250102,6,6.7,248.78,56.04
8444,20250203,5,10.9,546.13,109.57
8445,20240202,1,8.5,323.57,94.63
8446,20240408,3,9.5,328.74,86.76
8447,20250123,7,5.1,251.47,57.84
8448,20250315,1,9.6,396.59,113.75
8449,20240911,6,7.3,196.31,88.02
8450,20240206,5,10.8,519.61,116.35
8451,20240519,1,9.9,331.75,158.13
8452,20250101,6,7.2,307.21,52.26
8453,20241124,5,8.2,439.24,130.33
8454,20240711,1,8.2,327.46,126.65
8455,20240206,6,8.0,250.56,51.52
8456,20241203,1,9.8,378.68,94.96
8457,20250324,7,7.6,199.49,66.97
8458,20241029,1,9.4,304.84,111.09
8459,20250125,6,9.0,276.91,67.68
8460,20240123,2,7.1,270.17,93.26
8461,20240929,3,9.9,293.91,79.77
8462,20240618,6,8.6,194.73,85.64
8463,20240302,2,6.2,329.97,104.67
8464,20241224,1,9.8,375.16,113.78
8465,20241223,3,8.0,253.45,69.24
8466,20240630,4,6.5,218.74,108.78
8467,20240620,1,8.5,266.27,136.35
8468,20241031,1,9.4,389.8,116.33
8469,20240131,3,7.3,266.28,72.8
8470,20250302,4,5.8,164.19,81.92
8471,20240110,6,7.8,238.07,67.15
8472,20241224,7,7.4,153.2,64.92
8473,20241031,6,6.3,262.86,67.31
8474,20240501,6,8.0,238.25,89.94
8475,20240906,1,8.8,301.27,113.79
8476,20240519,1,8.2,285.88,145.24
8477,20240908,5,9.8,504.81,123.53
8478,20241019,2,7.8,319.01,101.37
8479,20240202,3,8.4,266.31,84.95
8480,20241026,7,7.3,226.07,54.56
8481,20250220,2,6.6,265.63,81.35
8482,20240621,1,8.5,346.76,151.03
8483,20240216,2,7.5,312.0,81.12
8484,20241123,7,6.6,138.09,79.74
8485,20240316,4,7.6,204.64,89.17
8486,20240629,1,8.6,343.57,145.38
8487,20240603,7,7.3,211.14,87.87
8488,20240416,3,7.1,283.85,111.56
8489,20250318,5,10.9,474.29,130.89
8490,20240331,1,8.4,295.79,120.71
8491,20241126,3,9.9,251.39,81.91
8492,20240626,4,7.3,263.17,117.59
8493,20240720,5,8.1,465.57,140.92
8494,20240527,1,9.8,353.79,143.7
8495,20240406,6,8.2,243.35,78.23
8496,20250109,2,6.9,307.89,78.35
8497,20240702,2,8.3,295.34,93.75
8498,20240118,1,9.3,361.15,114.73
8499,20240711,6,7.2,234.62,83.18
8500,20240818,3,8.1,280.58,77.6
8501,20241130,6,8.2,220.46,71.83
8502,20250313,4,6.8,197.34,76.15
8503,20240917,3,9.8,322.2,79.17
8504,20240927,3,7.8,238.31,82.47
8505,20240708,2,7.3,281.47,101.01
8506,20240326,6,6.4,204.89,68.09
8507,20241230,1,9.8,336.44,104.46
8508,20240614,5,8.1,536.85,169.24
8509,20240214,2,7.7,270.11,83.26
8510,20240301,7,7.7,199.32,68.41
8511,20241103,2,8.8,295.89,77.15
8512,20250319,1,8.7,336.11,119.88
8513,20241221,5,9.3,448.94,125.01
8514,20250211,7,5.1,225.33,56.51
8515,20240303,5,10.3,478.82,132.1
8516,20240706,6,6.6,259.68,58.91
8517,20240922,3,8.0,232.72,93.57
8518,20241028,2,7.4,305.68,80.63
8519,20250327,7,5.8,198.71,59.14
8520,20240424,3,8.2,340.36,107.95
8521,20240918,6,6.3,269.43,80.85
8522,20241026,5,9.6,387.59,128.64
8523,20241129,1,8.7,346.09,118.02
8524,20250113,3,9.5,242.97,72.23
8525,20240503,7,5.1,187.7,87.64
8526,20241213,1,9.1,385.31,116.91
8527,20241203,3,7.5,290.21,74.52
8528,20241013,1,9.7,276.56,128.53
8529,20241017,1,8.6,337.71,121.8
8530,20240204,2,7.8,300.25,81.3
8531,20250206,6,7.1,242.87,67.07
8532,20240202,1,8.3,341.54,108.28
8533,20240810,5,8.7,405.07,124.07
8534,20240804,6,8.7,281.17,77.6
8535,20250117,1,8.7,312.47,106.58
8536,20240705,1,9.8,398.13,116.99
8537,20240216,7,6.2,213.92,54.17
8538,20240419,6,7.9,210.83,106.56
8539,20240912,4,7.1,212.03,83.7
8540,20240311,2,7.0,269.67,90.14
8541,20250327,2,6.5,292.0,81.21
8542,20240416,7,7.8,166.34,86.55
8543,20240509,2,7.5,259.06,121.02
8544,20241210,2,7.9,308.38,83.6
8545,20240601,2,7.6,299.94,109.34
8546,20250221,4,7.4,187.9,68.26
8547,20240818,1,9.8,379.48,118.53
8548,20241222,3,7.6,286.74,79.5
8549,20240629,1,9.8,339.28,153.73
8550,20240125,2,7.2,249.08,71.96
8551,20240909,7,7.7,195.98,66.72
8552,20240529,5,8.2,461.49,172.93
8553,20250103,4,7.6,252.85,75.33
8554,20250224,3,7.9,286.69,75.26
8555,20240508,2,7.8,337.69,106.39
8556,20240608,3,8.8,258.45,106.59
8557,20241030,4,7.4,205.75,81.41
8558,20240724,6,8.3,193.83,66.83
8559,20250125,7,6.6,221.27,66.28
8560,20241118,2,7.7,363.49,93.41
8561,20240306,4,7.3,208.99,71.18
8562,20240903,6,7.1,299.89,72.08
8563,20240703,7,7.7,218.12,63.55
8564,20250107,4,6.4,263.15,87.76
8565,20241018,1,9.3,334.0,112.71
8566,20240402,6,6.6,219.45,100.26
8567,20240314,2,6.4,326.92,110.71
8568,20240925,2,7.8,316.55,98.92
8569,20240831,5,8.3,435.15,130.15
8570,20240430,6,6.9,199.74,99.42
8571,20241204,1,8.7,299.4,112.37
8572,20250303,2,6.8,268.74,78.43
8573,20240728,7,6.9,200.65,57.84
8574,20240302,7,7.7,230.92,71.87
8575,20250327,6,6.5,278.2,86.51
8576,20240623,2,6.8,308.81,101.84
8577,20240606,3,7.2,305.57,103.86
8578,20240719,5,8.8,509.36,124.77
8579,20240611,4,7.5,237.14,95.74
8580,20241102,5,8.9,418.34,125.83
8581,20240222,6,6.4,218.86,75.72
8582,20250128,1,9.3,339.22,106.15
8583,20250302,5,9.2,402.68,142.31
8584,20241224,6,7.8,238.61,74.35
8585,20240913,6,7.9,216.04,79.1
8586,20240914,5,9.9,439.27,128.62
8587,20240410,7,5.5,203.37,82.21
8588,20240512,5,9.4,402.63,172.72
8589,20240608,3,7.3,318.68,117.5
8590,20241230,1,9.2,350.18,94.13
8591,20241216,4,5.3,248.78,73.4
8592,20241021,7,6.1,224.16,69.83
8593,20240604,6,7.5,292.42,93.68
8594,20241122,1,8.8,319.53,126.37
8595,20240220,6,7.7,206.75,86.66
8596,20240425,7,6.1,186.69,87.46
8597,20250120,4,5.6,208.31,68.47
8598,20240823,6,7.9,257.9,89.64
8599,20241126,6,8.1,263.06,79.48
8600,20241030,3,7.3,315.18,90.67
8601,20240729,7,5.3,159.17,66.1
8602,20240127,1,8.4,402.97,129.17
8603,20240624,7,6.6,211.63,86.69
8604,20241115,7,7.6,212.24,67.52
8605,20240716,7,5.2,240.81,83.18
8606,20250308,3,9.9,318.08,76.37
8607,20250127,6,8.5,295.59,69.94
8608,20241015,6,6.6,229.79,68.83
8609,20240123,3,7.8,258.14,63.9
8610,20241214,2,7.9,313.68,88.59
8611,20240413,5,8.2,396.04,160.95
8612,20240505,4,7.8,196.05,104.63
8613,20241121,2,8.5,278.04,89.39
8614,20250319,3,7.1,300.99,86.62
8615,20250204,3,9.7,200.43,75.71
8616,20240509,2,8.5,191.43,121.29
8617,20241021,4,5.8,234.71,82.5
8618,20240926,5,10.4,445.75,130.23
8619,20241201,1,8.3,363.25,113.54
8620,20240613,7,7.2,221.63,82.14
8621,20241209,5,9.1,440.88,115.9
8622,20240308,7,6.1,190.92,64.51
8623,20240129,7,5.0,142.48,59.99
8624,20241231,5,8.9,482.76,123.97
8625,20240119,7,7.2,168.44,45.99
8626,20240525,2,8.4,294.76,108.09
8627,20240807,2,7.1,295.27,97.15
8628,20240607,2,8.0,283.53,109.8
8629,20250130,4,7.4,241.55,85.15
8630,20240731,6,7.3,243.78,71.2
8631,20250219,2,7.7,281.63,73.89
8632,20241119,2,6.3,305.14,94.65
8633,20250210,2,6.3,290.49,77.55
8634,20240704,3,9.4,343.03,88.79
8635,20250131,4,5.6,267.13,82.73
8636,20240501,7,5.1,239.03,80.93
8637,20240524,6,7.9,164.89,100.96
8638,20240122,1,8.8,313.61,102.34
8639,20241124,5,9.5,426.96,141.41
8640,20240918,1,9.9,401.1,123.9
8641,20240313,4,7.5,232.79,66.92
8642,20241117,3,8.8,277.68,77.88
8643,20240228,5,10.8,515.7,109.46
8644,20241113,2,6.3,338.62,89.93
8645,20250126,4,5.3,232.46,77.46
8646,20240624,5,10.4,409.8,159.29
8647,20241227,7,6.1,193.39,70.35
8648,20240109,5,10.8,565.77,107.99
8649,20241220,1,9.1,348.55,109.13
8650,20240817,6,6.0,202.02,67.88
8651,20250208,5,8.3,451.72,123.84
8652,20240207,6,8.3,257.37,73.69
8653,20240722,7,5.4,223.01,85.37
8654,20241228,5,8.5,434.21,120.01
8655,20240825,7,7.8,169.54,66.25
8656,20240617,7,7.0,211.96,72.74
8657,20240825,7,6.5,207.4,62.63
8658,20240103,6,6.3,271.27,70.55
8659,20240124,1,8.7,353.39,115.76
8660,20240827,3,7.6,294.11,99.41
8661,20241010,3,9.9,252.01,83.17
8662,20250116,5,9.3,415.27,110.95
8663,20241112,7,6.8,147.29,71.48
8664,20241106,6,7.2,227.35,69.34
8665,20241024,4,6.7,216.56,85.81
8666,20240313,4,7.8,203.15,87.34
8667,20240104,7,6.0,218.8,47.95
8668,20241212,5,9.5,519.04,115.23
8669,20250121,5,10.5,428.88,112.82
8670,20240721,5,8.5,547.3,133.16
8671,20241124,3,9.5,309.75,96.68
8672,20240830,5,9.1,445.5,124.83
8673,20240708,7,6.9,146.6,72.92
8674,20240623,6,8.6,261.79,91.09
8675,20240403,4,6.6,234.21,100.06
8676,20240611,7,7.4,225.04,90.25
8677,20241113,2,6.9,266.47,97.47
8678,20240707,1,9.0,326.24,113.15
8679,20250202,2,6.6,283.41,89.45
8680,20240315,4,7.8,259.44,73.68
8681,20250311,7,6.0,175.04,74.83
8682,20240304,4,7.7,273.67,81.13
8683,20241224,6,6.7,222.4,81.04
8684,20240702,6,7.9,216.13,84.76
8685,20250218,5,9.1,449.98,118.39
8686,20240102,2,6.3,347.35,80.82
8687,20240906,7,7.5,207.77,62.64
8688,20241122,2,7.7,258.63,97.77
8689,20240301,3,7.8,287.87,75.86
8690,20240703,3,9.4,304.28,79.92
8691,20241221,6,9.0,228.56,62.31
8692,20240921,7,5.5,147.59,67.91
8693,20240330,3,8.5,265.67,93.81
8694,20250311,2,7.3,281.18,75.37
8695,20240110,5,9.3,412.05,117.67
8696,20240131,7,5.1,243.18,62.47
8697,20240415,1,8.9,424.12,138.95
8698,20240522,2,6.1,261.68,99.75
8699,20240929,5,10.8,409.99,132.27
8700,20241009,1,9.9,308.57,111.55
8701,20240630,5,10.3,446.0,157.78
8702,20240707,7,5.9,196.55,70.75
