log_id,date_key,stage_id,rework_reason,man_hours_lost,parts_cost_lost
8165,20250311,6,Quality rejection,8.8,1184.03
8166,20240427,7,Supplier defect,24.5,2297.75
8167,20240312,7,Operator error,6.6,2037.39
8168,20240422,4,Quality rejection,8.8,753.84
8169,20250111,7,Material defect,16.6,2661.58
8170,20240219,2,Quality rejection,8.6,1287.35
8171,20250120,6,Quality rejection,8.5,1063.21
8172,20241027,6,Process deviation,8.6,1903.15
8173,20250313,1,Supplier defect,12.4,3377.99
8174,20250329,3,Design mismatch,19.4,3008.78
8175,20241117,1,Supplier defect,7.8,3436.55
8176,20240706,4,Operator error,9.7,1452.05
8177,20240615,3,Quality rejection,8.1,1650.71
8178,20250101,1,Material defect,9.4,3464.55
8179,20241213,2,Power fluctuation,11.8,2638.99
8180,20241205,1,Machine calibration,9.2,2136.1
8181,20241112,1,Supplier defect,24.4,4323.67
8182,20240402,4,Power fluctuation,9.6,2204.88
8183,20240623,7,Power fluctuation,16.4,1285.03
8184,20240903,6,Machine calibration,6.0,2393.97
8185,20240609,3,Equipment failure,21.6,4976.3
8186,20250312,7,Material defect,15.5,3585.37
8187,20240908,3,Design mismatch,17.9,3007.97
8188,20240302,6,Design mismatch,13.8,3482.6
8189,20240514,1,Quality rejection,7.8,1452.17
8190,20240830,1,Process deviation,12.9,1446.46
8191,20240420,4,Power fluctuation,6.5,2994.57
8192,20250304,2,Quality rejection,3.5,1871.78
8193,20241016,4,Design mismatch,14.4,2139.94
8194,20241010,2,Machine calibration,11.1,1648.63
8195,20240728,7,Power fluctuation,9.2,2386.62
8196,20250129,1,Quality rejection,5.3,1180.4
8197,20240125,1,Supplier defect,21.2,3150.03
8198,20240817,3,Operator error,6.0,1002.71
8199,20240621,1,Design mismatch,10.8,2361.76
8200,20250120,5,Material defect,11.0,4107.38
8201,20240601,4,Supplier defect,23.9,3707.95
8202,20250105,6,Material defect,12.7,2777.79
8203,20241026,4,Equipment failure,20.5,4134.86
8204,20240907,1,Material defect,10.6,3809.44
8205,20240317,6,Machine calibration,8.5,2051.25
8206,20240610,6,Quality rejection,5.2,1064.6
8207,20250101,2,Design mismatch,7.2,2897.21
8208,20240106,4,Power fluctuation,10.6,1793.68
8209,20250330,5,Equipment failure,19.6,3932.62
8210,20240312,5,Supplier defect,20.7,2631.67
8211,20240223,4,Design mismatch,15.8,2372.51
8212,20240213,6,Material defect,14.8,1621.72
8213,20250227,5,Machine calibration,7.6,1871.7
8214,20250220,4,Supplier defect,16.3,3496.99
8215,20240819,7,Operator error,5.2,1867.79
8216,20240227,4,Machine calibration,6.8,2186.83
8217,20250303,4,Machine calibration,7.8,2289.66
8218,20241127,3,Supplier defect,18.1,4267.29
8219,20250206,6,Quality rejection,7.8,1360.79
8220,20240803,7,Tooling wear,12.3,2157.55
8221,20240905,1,Supplier defect,20.3,4126.8
8222,20240312,6,Supplier defect,11.2,2824.56
8223,20240216,5,Supplier defect,23.0,4615.43
8224,20240801,7,Quality rejection,4.5,1174.78
8225,20240912,6,Machine calibration,7.3,1648.47
8226,20250209,5,Quality rejection,9.0,1718.23
8227,20240602,5,Operator error,8.6,2068.54
8228,20240108,4,Power fluctuation,13.5,2033.42
8229,20240211,4,Equipment failure,38.0,4061.45
8230,20240113,1,Tooling wear,11.9,3064.2
8231,20241009,7,Quality rejection,6.5,1340.42
8232,20240825,3,Machine calibration,11.3,2197.06
8233,20240824,4,Tooling wear,12.1,2264.67
8234,20240104,7,Quality rejection,5.2,1346.06
8235,20250306,4,Supplier defect,20.6,3593.71
8236,20250228,2,Design mismatch,22.3,2524.08
8237,20240607,5,Quality rejection,3.9,1305.44
8238,20250325,4,Process deviation,8.4,2151.56
8239,20240402,5,Operator error,7.9,1718.76
8240,20241212,1,Tooling wear,15.0,3177.53
8241,20240915,1,Machine calibration,6.4,2296.45
8242,20240325,3,Design mismatch,13.5,2775.26
8243,20240223,1,Process deviation,8.3,1344.29
8244,20240408,3,Quality rejection,5.4,1238.9
8245,20240831,3,Process deviation,11.3,2437.62
8246,20240724,3,Operator error,8.1,1896.73
8247,20240225,4,Supplier defect,8.9,3841.34
8248,20240104,3,Power fluctuation,8.6,2189.22
8249,20250120,2,Process deviation,11.1,1948.71
8250,20241023,4,Power fluctuation,9.8,2441.85
8251,20240615,6,Quality rejection,10.6,1515.14
8252,20240602,6,Equipment failure,16.5,3048.68
8253,20241124,7,Operator error,9.8,1383.78
8254,20250326,6,Equipment failure,20.3,5016.48
8255,20240222,2,Material defect,13.3,3893.22
8256,20240808,2,Tooling wear,10.5,2037.77
8257,20240527,4,Tooling wear,10.8,2570.05
8258,20250203,1,Operator error,6.2,1593.96
8259,20240607,2,Process deviation,13.2,2160.46
8260,20240429,2,Design mismatch,11.6,3732.96
8261,20250305,7,Tooling wear,14.4,2786.14
8262,20250122,6,Supplier defect,19.3,3507.78
8263,20240427,3,Process deviation,12.2,2020.91
8264,20241012,3,Material defect,18.9,2966.53
8265,20240516,2,Supplier defect,16.9,3155.73
8266,20240115,7,Power fluctuation,12.0,2342.05
8267,20240807,3,Machine calibration,11.0,2006.22
8268,20240524,3,Design mismatch,14.0,3307.56
8269,20240721,7,Supplier defect,20.8,4693.1
8270,20241023,6,Design mismatch,14.8,2106.11
8271,20241030,5,Process deviation,11.6,1579.46
8272,20241226,3,Tooling wear,12.7,2852.79
8273,20240518,6,Machine calibration,14.6,1849.3
8274,20240503,1,Equipment failure,20.9,2491.75
8275,20240516,6,Quality rejection,7.7,1253.79
8276,20240130,7,Material defect,16.9,2550.38
8277,20241017,1,Supplier defect,19.0,4022.48
8278,20241126,3,Tooling wear,16.6,1620.11
8279,20250115,1,Design mismatch,18.4,2043.37
8280,20240307,3,Design mismatch,9.8,2120.76
8281,20240206,7,Equipment failure,29.5,3692.86
8282,20250319,6,Process deviation,9.7,1539.23
8283,20240426,4,Design mismatch,16.7,3332.63
8284,20240711,5,Process deviation,11.4,1950.85
8285,20240420,2,Supplier defect,18.6,3234.34
8286,20240526,5,Power fluctuation,14.9,2332.12
8287,20240829,3,Machine calibration,13.8,1584.4
8288,20240508,3,Power fluctuation,7.1,2372.98
8289,20241019,3,Quality rejection,8.3,1240.27
8290,20240522,4,Equipment failure,26.5,3234.66
8291,20241107,1,Tooling wear,11.9,2736.13
8292,20241220,4,Process deviation,11.6,1773.37
8293,20240726,6,Material defect,8.9,3305.94
8294,20240917,3,Process deviation,9.9,2015.49
8295,20240115,6,Quality rejection,8.1,1456.24
8296,20241224,5,Machine calibration,14.1,2542.87
8297,20250226,1,Tooling wear,7.9,2443.12
8298,20240829,7,Operator error,5.2,935.67
8299,20250310,2,Machine calibration,8.2,1968.33
8300,20250111,6,Supplier defect,12.2,2312.02
8301,20240430,5,Quality rejection,5.1,1771.08
8302,20250119,6,Tooling wear,13.8,2398.57
8303,20240924,3,Quality rejection,7.0,1410.0
8304,20241018,4,Design mismatch,14.0,3122.2
8305,20240410,5,Operator error,13.1,940.5
8306,20240706,4,Design mismatch,9.0,3018.45
8307,20240817,6,Design mismatch,13.4,2875.12
8308,20240511,4,Equipment failure,7.6,3072.31
8309,20240122,2,Tooling wear,12.4,2167.65
8310,20240202,1,Material defect,12.9,2550.2
8311,20240411,2,Equipment failure,18.7,3099.6
8312,20240510,7,Process deviation,6.5,1974.63
8313,20240623,7,Power fluctuation,11.3,2476.21
8314,20250123,1,Process deviation,8.1,2021.83
8315,20241130,6,Design mismatch,22.0,2390.95
8316,20240623,7,Supplier defect,12.6,4009.08
8317,20250313,5,Supplier defect,17.4,3728.65
8318,20240107,1,Design mismatch,22.3,3063.06
8319,20250126,5,Quality rejection,6.6,1244.67
8320,20250209,3,Operator error,6.3,1378.92
8321,20240930,4,Design mismatch,14.1,2355.6
8322,20240515,3,Material defect,19.5,2632.48
8323,20240926,2,Tooling wear,11.3,2954.45
8324,20240308,1,Supplier defect,13.7,3857.0
8325,20250204,1,Machine calibration,10.1,1504.26
8326,20250114,2,Machine calibration,10.7,1975.24
8327,20241127,4,Material defect,19.4,3703.26
8328,20240324,3,Equipment failure,27.6,4082.69
8329,20240403,3,Quality rejection,6.1,1109.64
8330,20240622,7,Supplier defect,17.0,5153.56
8331,20241023,6,Operator error,5.7,1774.07
8332,20250125,4,Operator error,11.4,1800.11
8333,20241118,4,Machine calibration,13.5,2456.52
8334,20240121,3,Process deviation,8.5,1842.57
8335,20240407,7,Machine calibration,13.2,2005.33
8336,20241221,3,Material defect,13.0,3577.03
8337,20240827,4,Operator error,9.2,1542.45
8338,20240807,6,Quality rejection,7.9,1057.94
8339,20250217,1,Material defect,9.6,3117.72
8340,20241004,1,Tooling wear,10.0,2302.75
8341,20240119,7,Operator error,11.3,1339.05
8342,20250113,1,Material defect,10.1,2829.92
8343,20240604,7,Power fluctuation,16.7,2264.25
8344,20240103,7,Process deviation,8.8,1909.23
8345,20240823,1,Tooling wear,9.6,1790.83
8346,20240428,2,Supplier defect,16.3,3913.62
8347,20240702,3,Quality rejection,8.7,1546.67
8348,20241014,7,Power fluctuation,7.9,1783.87
8349,20240801,1,Tooling wear,10.9,2110.88
8350,20250201,7,Operator error,7.8,1054.88
8351,20250306,6,Equipment failure,16.0,4966.96
8352,20240421,2,Power fluctuation,10.9,2249.72
8353,20250320,2,Process deviation,11.5,1775.39
8354,20250106,2,Material defect,17.6,3534.11
8355,20240923,4,Machine calibration,13.5,1510.78
8356,20241121,3,Quality rejection,9.1,1054.81
8357,20240630,4,Design mismatch,11.8,2626.76
8358,20240921,3,Tooling wear,13.7,2667.35
8359,20240225,3,Process deviation,12.1,2093.84
8360,20250117,4,Tooling wear,11.3,2869.35
8361,20241203,1,Tooling wear,9.4,2401.43
8362,20240322,6,Machine calibration,10.1,2054.08
8363,20240219,2,Design mismatch,17.7,4004.0
8364,20240813,5,Tooling wear,16.1,2323.71
8365,20241113,4,Process deviation,8.4,1619.4
8366,20250130,2,Material defect,10.0,4644.67
8367,20241210,2,Machine calibration,11.8,1807.21
8368,20250330,1,Machine calibration,13.3,2230.96
8369,20240717,3,Equipment failure,28.3,4162.23
8370,20240417,7,Operator error,8.6,1230.1
8371,20240812,5,Tooling wear,10.7,1586.62
8372,20241009,6,Design mismatch,12.0,2962.11
8373,20240707,7,Quality rejection,10.2,1500.94
8374,20240320,2,Material defect,7.8,3735.65
8375,20250316,1,Tooling wear,8.9,2133.98
8376,20240705,7,Quality rejection,4.6,1497.02
8377,20240524,7,Material defect,18.6,3825.91
8378,20241129,2,Supplier defect,23.0,3310.21
8379,20240105,5,Operator error,6.9,2080.74
8380,20240101,2,Power fluctuation,13.2,2416.89
8381,20250305,6,Process deviation,7.0,1539.14
8382,20241227,1,Design mismatch,16.6,3056.7
8383,20240312,7,Power fluctuation,10.1,2031.4
8384,20241128,1,Power fluctuation,11.3,1651.37
8385,20240914,4,Process deviation,5.9,2215.26
8386,20240811,7,Supplier defect,13.1,3507.94
8387,20240708,6,Quality rejection,6.3,1112.51
8388,20240512,3,Machine calibration,10.3,2150.88
8389,20240605,3,Quality rejection,7.6,1824.34
8390,20240816,1,Material defect,10.0,3095.97
8391,20250205,1,Material defect,9.5,2961.67
8392,20240507,1,Supplier defect,12.6,4641.28
8393,20250101,7,Quality rejection,5.8,1196.3
8394,20240117,2,Design mismatch,14.5,2612.24
8395,20241125,1,Design mismatch,15.4,2759.16
8396,20240421,7,Equipment failure,20.5,4614.8
8397,20240709,5,Design mismatch,11.2,3048.07
8398,20240904,7,Material defect,17.4,3140.61
8399,20240626,1,Tooling wear,14.7,2623.61
8400,20240320,6,Process deviation,7.4,1027.97
8401,20250101,4,Machine calibration,10.4,2187.64
8402,20240807,4,Machine calibration,9.8,2212.17
8403,20240503,7,Operator error,8.6,1315.61
8404,20241116,1,Supplier defect,9.7,2983.08
8405,20250310,1,Tooling wear,12.8,2790.92
8406,20240227,1,Supplier defect,14.4,2717.73
8407,20240322,6,Quality rejection,3.0,1754.28
8408,20240916,4,Supplier defect,13.8,4662.84
8409,20250214,4,Machine calibration,14.6,2249.42
8410,20240823,3,Process deviation,7.4,1474.93
8411,20240216,2,Supplier defect,12.2,4055.62
8412,20240615,5,Machine calibration,9.1,2640.8
8413,20240915,7,Quality rejection,6.8,1644.01
8414,20241126,3,Power fluctuation,10.4,2850.28
8415,20240521,1,Design mismatch,11.0,2919.65
8416,20240330,4,Material defect,15.2,4217.6
8417,20240711,3,Operator error,6.9,1815.5
8418,20240220,6,Quality rejection,9.3,1126.7
8419,20240505,5,Quality rejection,7.8,948.74
8420,20250228,2,Power fluctuation,13.0,2112.96
8421,20240506,5,Operator error,10.3,1861.84
8422,20240316,5,Quality rejection,4.9,1835.74
8423,20241207,7,Quality rejection,6.3,1084.68
8424,20240817,5,Operator error,6.0,1764.74
8425,20240116,7,Operator error,12.0,1478.6
8426,20240316,4,Tooling wear,13.7,2722.74
8427,20241023,7,Machine calibration,12.2,1694.5
8428,20241113,4,Supplier defect,25.3,4142.65
8429,20240804,6,Quality rejection,6.6,1120.08
8430,20240903,2,Machine calibration,6.0,1941.4
8431,20240910,3,Tooling wear,15.1,1871.44
8432,20240616,4,Supplier defect,15.9,3115.1
8433,20241101,5,Process deviation,6.0,1823.02
8434,20250304,7,Process deviation,11.2,1826.61
8435,20240806,7,Equipment failure,14.0,5094.04
8436,20240719,1,Quality rejection,4.6,1519.49
8437,20240219,4,Design mismatch,10.9,2890.09
8438,20241026,1,Design mismatch,20.3,2105.62
8439,20240619,6,Quality rejection,5.0,1315.76
8440,20240311,4,Design mismatch,12.8,2454.84
8441,20250131,3,Design mismatch,15.1,3106.5
8442,20250203,1,Quality rejection,8.2,1623.14
8443,20241213,5,Quality rejection,6.8,1740.51
8444,20240602,6,Equipment failure,20.6,2758.64
8445,20240906,2,Material defect,13.4,3000.04
8446,20240417,2,Process deviation,6.3,2046.4
8447,20240325,6,Quality rejection,6.8,836.17
8448,20240801,1,Supplier defect,6.1,2310.42
8449,20240208,6,Quality rejection,7.1,1557.69
8450,20241204,5,Supplier defect,18.4,3712.44
8451,20240413,5,Supplier defect,11.6,2450.58
8452,20240413,3,Material defect,22.5,3220.81
8453,20241128,3,Supplier defect,17.5,4176.33
8454,20240229,7,Quality rejection,7.6,1439.82
8455,20240421,1,Supplier defect,20.1,4128.49
8456,20240603,3,Equipment failure,23.6,3074.33
8457,20240627,1,Design mismatch,15.8,3003.93
8458,20250329,7,Supplier defect,19.7,3064.86
8459,20241102,4,Process deviation,7.2,1376.23
8460,20241207,5,Quality rejection,7.3,1286.69
8461,20240702,4,Supplier defect,17.9,3773.97
8462,20240806,2,Power fluctuation,12.1,2250.33
8463,20241125,1,Design mismatch,13.1,2569.97
8464,20240508,2,Machine calibration,10.9,1943.99
8465,20250116,5,Tooling wear,8.4,3256.07
8466,20241114,3,Equipment failure,19.9,3095.04
8467,20250201,7,Process deviation,6.4,1396.66
8468,20250103,1,Quality rejection,4.8,1631.41
8469,20240527,1,Material defect,19.6,3128.5
8470,20240624,7,Operator error,9.0,1741.04
8471,20241119,7,Operator error,7.3,2033.38
8472,20240323,6,Machine calibration,6.9,2160.52
8473,20241104,5,Quality rejection,8.3,1217.67
8474,20241213,3,Material defect,19.8,2587.82
8475,20240703,3,Design mismatch,14.6,2718.52
8476,20240608,1,Supplier defect,10.8,4237.68
8477,20240304,5,Machine calibration,10.5,2330.39
8478,20240522,3,Material defect,8.7,3006.79
8479,20240731,2,Machine calibration,9.0,2139.1
8480,20240310,1,Machine calibration,9.1,1464.96
8481,20240919,3,Supplier defect,15.3,4164.4
8482,20240506,6,Supplier defect,19.1,4186.66
8483,20240120,3,Material defect,8.9,2702.34
8484,20241208,1,Material defect,10.9,2813.08
8485,20240116,5,Quality rejection,10.0,1247.0
8486,20240702,7,Supplier defect,12.0,3217.06
8487,20240724,4,Power fluctuation,7.6,1539.46
8488,20240802,3,Tooling wear,12.5,2635.33
8489,20240722,7,Process deviation,8.3,2119.85
8490,20241004,1,Process deviation,6.2,1528.88
8491,20241122,7,Process deviation,8.0,2142.88
8492,20240622,7,Operator error,7.7,1941.41
8493,20240517,6,Power fluctuation,8.4,1371.11
8494,20240801,2,Machine calibration,7.6,2129.5
8495,20240529,3,Operator error,6.7,1450.53
8496,20240201,7,Tooling wear,8.3,2292.06
8497,20240908,5,Quality rejection,11.6,970.36
8498,20240708,2,Machine calibration,9.2,1978.22
8499,20240819,3,Operator error,6.6,1006.64
8500,20241224,5,Machine calibration,11.9,1779.11
8501,20240422,5,Design mismatch,11.8,3098.12
8502,20240408,2,Tooling wear,9.7,2325.68
8503,20250317,5,Design mismatch,15.0,3494.07
8504,20250204,4,Machine calibration,10.1,2173.45
8505,20250320,5,Machine calibration,4.4,2407.0
8506,20240712,6,Process deviation,7.8,2176.79
8507,20240726,2,Machine calibration,10.0,1962.74
8508,20250314,1,Process deviation,8.0,1745.69
8509,20250111,5,Material defect,17.2,3091.69
8510,20240324,4,Operator error,7.8,1620.84
8511,20240210,3,Material defect,10.9,3135.87
8512,20240622,7,Design mismatch,15.5,2183.17
8513,20250308,2,Machine calibration,7.8,2053.63
8514,20240423,7,Equipment failure,26.1,2413.74
8515,20240107,2,Tooling wear,16.8,3254.21
8516,20240414,1,Material defect,19.8,2765.87
8517,20240305,2,Power fluctuation,14.5,2182.52
8518,20240801,4,Machine calibration,9.5,1877.62
8519,20240110,2,Material defect,14.5,3030.2
8520,20240430,4,Design mismatch,12.8,3387.86
8521,20240327,3,Operator error,9.3,1706.72
8522,20240217,6,Quality rejection,6.1,1478.84
8523,20240218,2,Machine calibration,7.4,2472.55
8524,20240512,1,Tooling wear,14.8,2669.7
8525,20250317,5,Tooling wear,6.9,2270.47
8526,20250103,3,Operator error,7.4,1598.56
8527,20250219,4,Supplier defect,18.9,2553.6
8528,20240526,5,Quality rejection,8.9,1601.93
8529,20241230,7,Material defect,20.8,2815.24
8530,20240509,3,Machine calibration,11.0,2428.17
8531,20240902,3,Design mismatch,11.9,2584.86
8532,20241126,3,Process deviation,5.7,1510.91
8533,20240607,7,Operator error,2.5,1395.02
8534,20240921,6,Design mismatch,14.4,2142.19
8535,20241218,3,Process deviation,10.7,1691.95
8536,20240308,7,Power fluctuation,10.8,2633.71
8537,20240328,6,Quality rejection,7.7,1307.34
8538,20240401,6,Design mismatch,12.7,2291.73
8539,20240309,4,Power fluctuation,11.9,1412.01
8540,20241113,1,Power fluctuation,8.9,1803.49
8541,20241119,6,Process deviation,7.7,1616.11
8542,20240830,6,Quality rejection,6.2,1057.62
8543,20240227,2,Power fluctuation,13.1,1645.77
8544,20240611,2,Material defect,18.1,2333.58
8545,20240809,2,Tooling wear,5.2,3394.6
8546,20240802,5,Machine calibration,12.2,1817.85
8547,20240416,6,Tooling wear,17.4,2270.55
8548,20240320,2,Machine calibration,12.9,2014.29
8549,20240809,1,Design mismatch,7.6,2874.66
8550,20240321,3,Power fluctuation,7.8,2179.31
8551,20240208,4,Machine calibration,12.4,1725.36
8552,20250121,6,Equipment failure,25.3,4545.99
8553,20240419,7,Operator error,7.7,1032.28
8554,20240603,6,Quality rejection,4.1,1696.3
8555,20250324,2,Supplier defect,11.4,3146.2
8556,20240920,4,Design mismatch,16.9,2820.92
8557,20240806,7,Operator error,7.5,1856.44
8558,20240425,5,Design mismatch,14.4,3056.61
8559,20240825,2,Supplier defect,11.5,4391.3
8560,20240801,1,Machine calibration,9.2,2126.73
8561,20240416,4,Machine calibration,8.1,2147.99
8562,20240802,1,Design mismatch,14.6,2740.98
8563,20240908,3,Material defect,18.8,3549.59
8564,20240808,5,Power fluctuation,15.3,1999.52
8565,20241130,7,Equipment failure,26.0,4804.21
8566,20240610,5,Quality rejection,4.5,1192.23
8567,20250301,5,Material defect,14.1,3772.0
8568,20241011,1,Supplier defect,20.0,4268.35
8569,20240709,1,Tooling wear,10.7,2229.62
8570,20240814,3,Supplier defect,19.8,3392.73
8571,20241007,4,Power fluctuation,9.9,1956.55
8572,20240624,5,Supplier defect,20.3,4029.06
8573,20240207,7,Process deviation,12.6,1583.76
8574,20241007,3,Machine calibration,10.8,2225.74
8575,20250201,4,Quality rejection,5.7,1474.84
8576,20240908,7,Supplier defect,13.8,4416.8
8577,20240220,3,Process deviation,8.6,2087.57
8578,20240928,7,Operator error,6.9,1305.74
8579,20250328,7,Material defect,23.2,3631.63
8580,20240922,6,Tooling wear,11.9,2042.54
8581,20240421,6,Quality rejection,7.6,1928.76
8582,20240303,7,Quality rejection,6.8,1233.05
8583,20240626,4,Design mismatch,11.2,2085.24
8584,20240929,7,Supplier defect,12.0,2901.72
8585,20250308,4,Tooling wear,9.7,2728.73
8586,20240515,4,Tooling wear,10.7,2371.98
8587,20240529,3,Operator error,4.2,1320.71
8588,20250124,1,Material defect,17.2,2673.43
8589,20240203,4,Process deviation,7.6,1434.24
8590,20240105,2,Machine calibration,13.5,2752.13
8591,20240527,1,Material defect,20.8,2963.7
8592,20241213,3,Design mismatch,16.7,2633.8
8593,20240926,2,Design mismatch,10.3,2743.12
8594,20240610,2,Process deviation,7.3,1564.93
8595,20240902,4,Material defect,15.1,3699.7
8596,20241022,6,Design mismatch,16.3,2970.07
8597,20241109,2,Machine calibration,8.6,2032.0
8598,20250223,2,Material defect,10.3,2833.41
8599,20250105,6,Design mismatch,13.4,2443.22
8600,20240521,7,Operator error,8.6,1757.08
8601,20250312,6,Tooling wear,16.3,2523.48
8602,20240224,4,Tooling wear,13.6,2311.2
8603,20240308,6,Machine calibration,17.2,2714.76
8604,20240620,1,Supplier defect,21.2,2236.1
8605,20240611,2,Machine calibration,14.9,1564.86
8606,20241221,4,Design mismatch,18.0,2389.73
8607,20240604,2,Equipment failure,22.4,3480.41
8608,20240916,2,Tooling wear,11.4,2388.58
8609,20241020,2,Machine calibration,8.0,1988.02
8610,20240907,2,Equipment failure,17.9,4164.08
8611,20240204,5,Operator error,3.9,1586.34
8612,20240426,7,Operator error,6.8,1342.36
8613,20250329,1,Tooling wear,13.4,2239.86
8614,20241124,7,Tooling wear,8.8,2967.66
8615,20240903,2,Design mismatch,15.7,2771.69
8616,20240327,1,Power fluctuation,15.4,1942.07
8617,20240505,2,Machine calibration,10.8,2383.16
8618,20241015,2,Supplier defect,17.8,5367.02
8619,20250328,2,Material defect,16.2,3397.96
8620,20240115,1,Supplier defect,23.4,3964.77
8621,20241017,3,Design mismatch,14.8,2853.99
8622,20240515,7,Operator error,7.5,1043.36
8623,20240221,5,Supplier defect,19.7,3575.31
8624,20241207,4,Machine calibration,7.1,1762.12
8625,20241031,6,Design mismatch,11.1,3463.26
8626,20240910,3,Equipment failure,25.5,5327.95
8627,20240215,6,Machine calibration,10.6,2305.99
8628,20250316,6,Quality rejection,8.0,1089.57
8629,20250319,7,Material defect,14.0,3238.29
8630,20250117,3,Process deviation,11.4,1581.33
8631,20240413,1,Equipment failure,15.5,3711.09
8632,20241006,3,Process deviation,11.3,1795.74
8633,20241028,3,Machine calibration,11.6,2409.05
8634,20241031,2,Supplier defect,17.3,3552.16
8635,20240520,5,Quality rejection,6.9,1285.57
8636,20240304,7,Machine calibration,11.4,2029.64
8637,20240723,6,Process deviation,10.3,1910.75
8638,20241015,7,Operator error,7.6,1307.69
8639,20241030,5,Supplier defect,13.4,3719.24
8640,20241206,6,Quality rejection,6.5,1220.63
8641,20240113,7,Operator error,8.2,2026.64
8642,20240214,1,Supplier defect,23.2,3325.4
8643,20240920,5,Tooling wear,12.2,2054.15
8644,20250125,3,Machine calibration,13.5,2675.45
8645,20240520,3,Process deviation,10.2,1754.88
8646,20250310,5,Material defect,12.7,2745.69
8647,20241028,2,Power fluctuation,10.8,1911.37
8648,20250310,1,Power fluctuation,3.9,1880.48
8649,20240626,2,Equipment failure,26.4,4522.4
8650,20240508,5,Quality rejection,10.1,1644.58
8651,20241213,1,Power fluctuation,6.1,2449.02
8652,20240205,7,Design mismatch,13.7,3283.64
8653,20250111,3,Supplier defect,12.3,3601.15
8654,20240820,1,Equipment failure,25.6,4412.15
8655,20241028,4,Tooling wear,11.3,2083.82
8656,20240611,5,Operator error,9.7,2064.64
8657,20240507,1,Equipment failure,26.6,4137.21
8658,20240731,6,Process deviation,8.7,1332.98
8659,20240505,3,Tooling wear,10.8,1997.36
8660,20241117,4,Process deviation,5.1,1381.21
8661,20250117,4,Supplier defect,7.5,4350.1
8662,20240802,1,Tooling wear,16.1,2540.91
8663,20240731,1,Tooling wear,12.6,2513.81
8664,20250204,1,Design mismatch,15.7,2604.97
8665,20240328,6,Quality rejection,5.8,1602.5
8666,20240812,1,Process deviation,8.6,1475.41
8667,20240726,4,Supplier defect,13.3,5001.83
8668,20240117,3,Operator error,11.4,2148.66
8669,20250203,7,Power fluctuation,18.5,2013.34
8670,20250123,6,Quality rejection,9.7,1319.56
8671,20240827,5,Quality rejection,5.9,1712.61
8672,20241220,3,Machine calibration,10.0,1486.72
8673,20240921,5,Power fluctuation,9.4,1293.74
8674,20241215,4,Operator error,8.3,1810.71
8675,20240617,5,Power fluctuation,15.7,2688.56
8676,20240623,3,Operator error,12.0,1548.31
8677,20240227,4,Material defect,7.7,4245.88
8678,20241207,2,Machine calibration,7.1,2510.33
8679,20250317,4,Machine calibration,5.9,2103.8
8680,20240221,5,Material defect,11.0,3510.08
8681,20250313,1,Process deviation,8.1,1912.87
8682,20240616,7,Equipment failure,13.2,3375.13
8683,20240613,5,Power fluctuation,5.6,2814.96
8684,20250311,4,Design mismatch,9.3,3003.46
8685,20240819,4,Supplier defect,15.0,2366.51
8686,20240928,1,Design mismatch,9.5,2555.9
8687,20240122,1,Material defect,15.0,3036.48
8688,20240603,3,Material defect,19.3,3163.11
8689,20250125,2,Supplier defect,18.4,3237.91
8690,20241020,2,Design mismatch,12.4,2629.01
8691,20240402,3,Machine calibration,11.3,1943.51
8692,20241101,1,Tooling wear,16.7,1882.24
8693,20240209,4,Machine calibration,12.2,1741.74
8694,20240820,3,Tooling wear,15.1,2252.7
8695,20250305,5,Machine calibration,8.7,2112.22
8696,20250220,7,Equipment failure,15.1,3349.6
8697,20241110,1,Equipment failure,26.2,3490.06
8698,20240504,6,Design mismatch,16.2,1808.61
8699,20240624,5,Power fluctuation,11.7,2329.7
8700,20250202,7,Supplier defect,19.8,3264.43
8701,20240328,6,Operator error,8.2,1717.33
8702,20250121,3,Equipment failure,3.3,3936.22
8703,20240512,4,Design mismatch,12.8,3239.39
8704,20241113,5,Tooling wear,11.2,2271.17
8705,20240121,5,Operator error,7.2,1120.05
8706,20240625,7,Supplier defect,15.4,3447.76
8707,20241008,5,Operator error,7.4,1508.45
8708,20250226,3,Tooling wear,11.5,2603.1
8709,20240301,1,Supplier defect,23.7,3482.02
8710,20240511,1,Design mismatch,9.8,2841.06
8711,20240611,7,Power fluctuation,12.9,2607.33
8712,20250206,4,Design mismatch,15.4,2276.98
8713,20240715,5,Process deviation,9.7,1668.77
8714,20240918,4,Material defect,16.9,3183.7
8715,20250318,6,Machine calibration,11.3,1765.53
8716,20250318,5,Equipment failure,15.8,3106.2
8717,20240422,4,Power fluctuation,5.7,2061.43
8718,20250202,4,Machine calibration,8.1,2452.24
8719,20240513,3,Quality rejection,9.7,869.78
8720,20240214,7,Material defect,21.7,4014.5
8721,20250209,5,Quality rejection,8.4,1902.57
8722,20240104,2,Design mismatch,21.2,3592.64
8723,20240927,3,Quality rejection,7.1,1401.48
8724,20241214,5,Power fluctuation,13.9,1926.1
8725,20250323,2,Supplier defect,16.0,2481.49
8726,20241005,6,Machine calibration,8.7,2076.6
8727,20240427,6,Quality rejection,6.7,1508.36
8728,20250120,4,Operator error,12.7,1681.99
8729,20240512,6,Equipment failure,15.7,3341.69
8730,20250313,6,Quality rejection,9.6,1193.39
8731,20240219,5,Process deviation,10.2,2040.68
